customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_totalcharges_ratio
5687-DKDTV,4,1,0,0,20.35,77.5,1,0.05161290322580645
1568-LJSZU,68,1,2,2,92.2,6392.85,0,0.010636883393165802
7530-HDYDS,38,1,0,2,84.25,3264.5,1,0.011640373717261449
7789-HKSBS,42,1,1,3,105.2,4599.15,0,0.009132122239979128
7416-CKTEP,57,1,2,3,19.6,1134.25,0,0.05025347145690985
2586-CWXVV,54,0,0,1,30.4,1621.35,0,0.03330557868442965
3096-IZETN,12,1,0,3,78.1,947.3,1,0.012667581547556213
2348-KCJLT,44,1,1,0,61.5,2722.2,0,0.016163397252222468
8401-EMUWF,42,1,0,3,69.4,3058.3,0,0.01373311970702678
4193-IBKSW,72,1,2,3,24.75,1769.6,0,0.0406871609403255
5377-NDTOU,71,1,2,0,91.05,6293.75,0,0.01128103277060576
5922-ABDVO,19,1,0,0,89.65,1761.05,1,0.01078901791544817
2474-LCNUE,23,1,0,2,73.65,1642.75,0,0.014000913103028458
0839-QNXME,30,1,2,2,19.4,578.5,0,0.05185825410544512
3506-OVLKD,35,1,1,3,26.2,954.9,0,0.03665305267567285
9172-ANCRX,10,1,0,1,98.7,973.25,1,0.010274852298998202
6650-VJONK,1,1,0,3,43.85,43.85,0,0.02280501710376283
2178-PMGCJ,22,1,0,0,69.7,1490.4,0,0.014761137949543746
7492-TAFJD,7,0,2,0,38.55,280.0,0,0.025
2773-MADBQ,36,0,2,0,53.1,1901.25,0,0.01893491124260355
6016-LVTJQ,34,1,0,0,20.65,716.4,0,0.047459519821328865
7860-KSUGX,72,1,2,2,64.45,4720.0,0,0.015254237288135594
8966-KZXXA,36,1,2,2,25.1,930.95,0,0.03867017562704764
6910-HADCM,1,1,0,1,76.35,76.35,1,0.013097576948264572
4816-LXZYW,23,1,0,1,79.15,1676.95,1,0.013715376129282328
9606-PBKBQ,32,1,0,1,85.0,2642.05,1,0.012111807119471622
5149-QYTTU,71,1,1,2,95.15,6770.85,0,0.010486128034146378
2070-XYMFH,23,1,0,0,79.35,1835.3,0,0.01253201111534899
2085-BOJKI,17,1,1,3,96.65,1588.25,0,0.010703604596253738
0817-HSUSE,1,1,0,1,75.5,75.5,0,0.013245033112582781
5442-PPTJY,12,1,2,0,19.7,258.35,0,0.046448616218308494
1927-QEWMY,72,1,2,2,20.5,1502.25,0,0.04792810783824263
1663-MHLHE,1,1,0,0,19.2,19.2,0,0.052083333333333336
5663-QBGIS,72,1,2,3,98.35,6929.4,0,0.010390510000865877
4450-MDZFX,60,1,0,3,74.35,4453.3,0,0.013473154739182178
6701-DHKWQ,61,0,2,2,51.35,3244.4,0,0.01880162741955369
7554-AKDQF,6,1,0,0,45.65,323.45,0,0.018550007729169888
3536-IQCTX,32,1,0,1,85.3,2661.1,1,0.012025102401262637
4911-BANWH,31,1,0,2,86.55,2697.4,1,0.011492548379921405
8496-EJAUI,19,1,0,2,73.85,1424.5,1,0.013338013338013339
0794-YVSGE,72,1,2,3,20.3,1401.15,0,0.05138636120329729
5423-BHIXO,32,1,0,1,54.2,1739.6,0,0.018395033340997933
6908-VVYHM,65,1,0,1,90.65,5931.0,0,0.01095936604282583
2959-EEXWB,45,0,0,3,50.9,2333.85,0,0.019281444822932065
1839-UMACK,42,1,1,1,25.05,949.85,0,0.0442175080275833
3030-YDNRM,8,1,0,1,74.85,572.45,0,0.013975019652371384
7321-KKSDU,32,1,2,0,20.5,696.8,0,0.045924225028702644
3402-XRIUO,22,1,0,0,63.55,1381.8,0,0.015921262121870026
3132-TVFDZ,57,0,0,1,44.85,2572.95,1,0.02215355914417303
8286-AFUYI,1,1,0,1,47.95,47.95,0,0.020855057351407715
8080-DDEMJ,1,1,0,1,45.1,45.1,1,0.022172949002217293
8356-WUAOJ,1,1,0,1,45.0,45.0,0,0.022222222222222223
6365-MTGZX,24,1,0,1,96.0,2122.45,1,0.01130768687130439
1349-WXNGG,1,1,0,3,20.05,20.05,1,0.04987531172069825
8058-DMYRU,54,1,0,1,90.05,4931.8,0,0.010949349122024412
9350-ZXYJC,4,1,2,2,25.3,116.95,0,0.03420265070542967
6990-YNRIO,65,1,2,3,108.65,6937.95,1,0.009368761665909959
8958-JPTRR,56,1,1,1,24.3,1261.7,0,0.04438456051359277
6959-GQEGV,45,1,0,1,75.95,3273.8,0,0.013745494532347729
3173-WSSUE,71,1,2,2,19.7,1415.85,0,0.0501465550729244
1265-HVPZB,59,1,1,2,66.4,3958.2,0,0.014905765246829367
4115-UMJFQ,69,0,1,3,35.75,2492.25,0,0.027685826060788444
7369-TRPFD,19,1,1,0,18.8,279.2,0,0.0680515759312321
1098-KFQEC,55,1,2,2,19.4,1083.0,0,0.050784856879039705
7190-XHTWJ,38,1,1,0,19.3,755.5,0,0.05029781601588352
0621-TWIEM,10,1,0,1,45.55,402.6,1,0.02483854942871336
3537-RYBHH,47,1,0,2,67.45,3252.0,0,0.014452644526445265
2485-ITVKB,2,0,0,1,35.1,68.75,1,0.02909090909090909
3669-OYSJI,1,1,0,2,46.2,46.2,1,0.021645021645021644
1612-EOHDH,1,1,0,1,45.15,45.15,1,0.0221483942414175
6702-OHFWR,1,0,0,1,43.3,43.3,1,0.023094688221709007
5296-BFCYD,46,1,2,0,20.1,936.85,0,0.049100709825479
4510-PYUSH,38,1,0,2,57.15,2250.65,1,0.016884011285628595
9359-JANWS,65,1,2,2,58.9,3857.1,0,0.016852039096730706
7517-SAWMO,19,1,0,1,73.2,1441.1,1,0.013184373048365833
4143-HHPMK,52,1,0,1,85.35,4338.6,1,0.01198543308901489
3279-DYZQM,71,1,2,0,19.45,1378.45,0,0.0515071275708223
7054-LGEQW,1,1,0,0,45.95,45.95,1,0.021762785636561477
0523-VNGTF,52,0,0,1,50.5,2566.3,0,0.020262634921871955
9575-IWCAZ,6,1,1,0,25.1,171.0,0,0.03508771929824561
7105-MXJLL,26,1,1,0,60.7,1597.4,0,0.016276449229998748
7064-FRRSW,48,1,1,1,99.0,4744.35,0,0.010117297416927502
7940-UQQUG,64,1,1,3,104.4,6721.6,0,0.00952154248988336
0923-PNFUB,3,1,0,1,83.75,247.25,1,0.012133468149646108
3961-SXAXY,1,1,0,3,44.05,44.05,0,0.022701475595913737
7010-BRBUU,72,1,2,2,24.1,1734.65,0,0.04150693223416827
3566-HJGPK,1,1,0,0,45.55,45.55,0,0.021953896816684963
3062-ICYZQ,51,1,0,1,93.8,4539.35,0,0.011235088724156541
9938-PRCVK,41,1,2,3,19.7,804.25,0,0.05097917314267952
0973-KYVNF,72,1,2,2,70.65,5011.15,0,0.014367959450425552
5129-HHMZC,43,1,2,2,86.45,3574.5,0,0.012029654497132466
9637-CDTKZ,72,1,2,2,114.1,8086.4,0,0.00890383854372774
3946-JEWRQ,47,1,1,2,95.2,4563.0,0,0.010300241069471838
7873-CVMAW,72,1,2,2,88.55,6362.35,0,0.011316573278741344
0463-WZZKO,3,1,0,2,20.75,67.1,0,0.044709388971684055
3494-JCHRQ,1,1,0,1,70.05,70.05,1,0.014275517487508924
6474-FVJLC,2,1,0,1,86.0,165.45,1,0.012088244182532489
4524-QCSSM,26,0,0,3,44.65,1156.55,0,0.02248065366823743
5832-EXGTT,29,1,0,0,60.2,1834.15,0,0.01581113867459041
8840-DQLGN,35,1,0,3,100.5,3653.35,1,0.009580248265290761
2039-JONDJ,27,1,1,3,55.45,1477.65,0,0.018272256623693025
7217-JYHOQ,24,1,0,2,70.3,1706.45,0,0.014064285504995751
6695-FRVEC,67,1,2,3,60.4,3953.7,0,0.016946151705996917
4547-LYTDD,16,1,0,1,72.65,1194.3,1,0.01339696893577828
9894-QMIMJ,23,1,1,3,55.8,1327.85,0,0.01732123357306925
8069-YQQAJ,14,0,0,0,31.1,419.7,0,0.03335715987610198
6770-XUAGN,1,1,0,1,21.0,21.0,1,0.047619047619047616
4193-ORFCL,1,1,0,0,45.1,45.1,1,0.022172949002217293
1636-NTNCO,4,0,0,2,50.95,207.35,0,0.019291053773812395
3466-WAESX,16,1,0,1,69.1,1083.7,0,0.014764233643997416
9281-PKKZE,46,0,0,1,43.95,2007.85,0,0.02291007794406953
3638-VBZTA,68,1,2,3,86.5,5882.75,0,0.011559219752666695
7459-IMVYU,38,1,0,1,69.95,2657.55,0,0.014298884310737333
7776-QWNFX,30,1,0,3,50.4,1527.5,1,0.019639934533551555
6689-TCZHQ,5,1,0,1,78.95,378.4,1,0.013213530655391121
8563-OYMQY,17,1,0,2,90.95,1612.2,0,0.010544597444485795
0754-EEBDC,4,1,2,0,19.9,76.65,0,0.05218525766470972
5777-ZPQNC,12,1,1,1,20.15,260.7,0,0.04602991944764097
1951-IEYXM,72,1,2,2,90.6,6441.85,0,0.01117691346429985
3318-NMQXL,3,1,0,1,92.0,266.8,0,0.011244377811094452
3143-ILDAL,56,1,0,1,94.45,5124.6,1,0.010927682160558873
1022-RKXDR,41,1,1,0,24.85,962.25,0,0.04260846973239803
2361-FJWNO,40,0,1,2,36.0,1382.9,0,0.028924723407332417
2272-UOINI,7,1,0,1,78.5,571.05,0,0.012258121005165924
8232-UTFOZ,69,1,2,2,19.95,1399.35,0,0.04930860756779934
3750-YHRYO,7,1,1,0,20.65,150.0,0,0.04666666666666667
6637-KYRCV,5,0,0,1,30.5,167.2,0,0.029904306220095697
5668-MEISB,72,1,2,2,106.1,7657.4,0,0.009402669313343956
0129-QMPDR,44,1,1,3,20.5,865.05,0,0.050864111901046186
7188-CBBBA,65,1,1,1,95.5,6153.85,0,0.010562493398441626
5356-CSVSQ,3,1,0,1,64.6,174.2,0,0.017221584385763492
3221-CJMSG,24,1,0,2,51.1,1269.6,0,0.01890359168241966
4720-VSTSI,44,1,0,3,84.8,3862.55,1,0.011391438298533351
3219-JQRSL,72,1,2,2,89.1,6352.4,0,0.011334298847679617
2801-NISEI,24,1,0,1,54.95,1348.5,0,0.017797552836484983
3946-MHCZW,1,1,0,0,50.9,50.9,1,0.019646365422396856
4623-ZKHLY,22,1,0,3,20.45,471.55,0,0.046654649559961826
6732-VAILE,70,1,2,2,85.95,5931.75,0,0.01180090192607578
8201-AAXCB,25,1,0,1,60.35,1404.65,0,0.01779802797849998
7696-CFTAT,37,1,2,3,19.8,726.1,0,0.05095716843409998
1845-CSBRZ,22,1,0,3,85.35,1961.6,0,0.011215334420880914
2123-VSCOT,59,1,2,3,72.1,4194.85,0,0.014064865251439263
6651-AZVTJ,49,1,0,1,99.8,4872.45,1,0.010056542396535624
4566-GOLUK,47,1,0,3,107.35,5118.95,1,0.009181570439250237
2484-DGXPZ,31,1,0,0,19.55,658.95,1,0.04704454055694665
2018-QKYGT,1,1,0,1,81.05,81.05,0,0.012338062924120914
2792-VPPET,3,1,0,1,20.5,76.95,0,0.03898635477582846
7409-JURKQ,53,1,1,3,111.8,5809.75,0,0.009122595636645294
3247-MHJKM,1,1,0,0,20.2,20.2,0,0.04950495049504951
1964-SVLEA,20,1,1,0,19.7,415.9,0,0.048088482808367396
4587-NUKOX,3,1,0,1,79.1,246.5,1,0.012170385395537525
7297-DVYGA,51,1,1,3,19.85,996.95,0,0.051156025878930735
2239-CGBUZ,51,1,1,3,60.5,3145.15,0,0.01621544282466655
0854-UYHZD,13,1,2,0,19.55,265.3,0,0.049001130795326045
7243-LCGGZ,1,1,0,0,20.9,20.9,0,0.04784688995215311
8267-KFGYD,1,1,0,0,21.05,21.05,0,0.047505938242280284
4890-VMUAV,63,1,1,1,71.5,4576.3,0,0.013766579988200073
9261-WDCAF,3,1,0,0,54.65,189.1,0,0.015864621893178214
3764-MNMOI,46,1,2,2,19.2,908.15,0,0.05065242526014425
7442-YGZFK,1,1,0,2,49.8,49.8,0,0.020080321285140562
0420-BWTPW,8,0,0,0,25.5,215.2,1,0.03717472118959108
8229-BUJHX,71,1,2,3,20.5,1500.95,0,0.04730337452946467
7449-HVPIV,55,1,0,2,90.4,5099.15,0,0.010786111410725318
5504-WSIUR,70,1,1,3,90.25,6385.95,0,0.010961564058597389
8183-ONMXC,2,1,0,1,80.75,159.45,1,0.012543116964565695
8466-PZBLH,67,1,2,3,104.6,6885.75,0,0.009730239988381803
9614-RMGHA,65,1,0,3,91.85,5940.85,1,0.010941195283503203
8735-IJJEG,14,1,0,2,50.2,668.85,0,0.020931449502878074
0564-MUUQK,20,1,0,3,95.5,1916.2,0,0.010437323870159691
5054-IEXZT,1,1,0,1,75.35,75.35,1,0.013271400132714002
5834-ASPWA,1,1,0,1,75.45,75.45,1,0.013253810470510271
0701-RFGFI,49,1,0,3,95.4,4613.95,0,0.01061996770662881
0019-EFAEP,72,1,2,3,101.3,7261.25,0,0.009915648132208642
5619-PTMIK,46,1,0,1,53.1,2459.8,0,0.0187007073745833
3737-XBQDD,24,1,0,3,84.85,2048.8,0,0.011714174150722373
5882-CMAZQ,5,0,0,1,34.25,163.55,0,0.030571690614490978
5846-QFDFI,33,1,0,2,88.6,2888.7,0,0.011423823865406585
4445-KWOKW,42,1,1,3,60.15,2421.6,0,0.01734390485629336
3511-APPBJ,23,1,1,2,99.95,2292.75,0,0.010031621415330934
7967-HYCDE,8,1,0,3,70.7,553.4,0,0.014456089627755693
2430-RRYUW,66,1,1,0,54.8,3465.7,0,0.019043771820988546
3948-XHGNA,24,1,0,3,49.55,1210.4,1,0.01982815598149372
3723-BFBGR,24,1,0,2,54.8,1291.3,0,0.018585921164717727
0565-IYCGT,69,1,1,2,78.6,5356.45,1,0.012881666028806393
5447-WZAFP,53,1,1,0,100.3,5200.8,0,0.010190739886171358
5110-CHOPY,60,0,2,1,53.6,3237.05,0,0.018535394881141778
5445-UTODQ,7,1,0,1,81.1,576.65,1,0.012139079164137692
4425-OWHWB,20,1,1,2,19.35,433.75,0,0.04610951008645533
7892-QVYKW,23,1,0,1,85.6,1868.4,0,0.012309997859130806
9675-ICXCT,72,1,2,1,80.8,5728.55,0,0.01256862556842482
1024-VRZHF,11,1,0,1,74.95,825.7,1,0.01332202979290299
4703-MQYKT,21,1,2,0,19.6,390.4,0,0.05379098360655738
9497-QCMMS,1,1,0,1,93.55,93.55,1,0.010689470871191877
5692-ICXLW,31,1,0,1,90.7,2845.15,0,0.010895734847020368
0602-DDUML,57,1,2,0,69.75,3894.4,0,0.014636400986031224
2208-MPXIO,45,1,2,3,20.0,886.4,0,0.05076714801444043
1960-UYCNN,10,1,0,1,95.25,1021.55,0,0.009789046057461701
0348-SDKOL,58,1,0,2,102.1,5885.4,1,0.009854895164304892
3190-FZATL,14,1,0,0,19.95,268.4,0,0.05216095380029807
7336-RLLRH,27,1,1,0,80.85,2204.35,0,0.0122485086306621
4373-MAVJG,14,1,0,3,90.9,1259.0,1,0.011119936457505957
8901-HJXTF,12,0,0,0,29.2,309.1,1,0.038822387576835975
7710-JSYOA,69,1,2,3,93.3,6398.05,0,0.010784535913286078
5419-KLXBN,25,1,0,3,89.15,2257.75,1,0.011072970878086591
3424-NMNBO,58,1,1,1,108.85,6287.25,1,0.009225018887430912
9885-MFVSU,35,0,2,2,46.35,1662.05,0,0.02105833157847237
4514-GFCFI,16,1,0,1,84.75,1350.15,1,0.01185053512572677
0607-MVMGC,45,1,1,2,78.75,3600.65,0,0.01249774346298585
3365-SAIGS,17,1,0,1,83.55,1329.15,0,0.012790129029831095
9828-AOQLM,1,1,0,1,45.7,45.7,1,0.02188183807439825
8022-BECSI,22,1,1,0,19.6,422.5,0,0.05207100591715976
8000-REIQB,1,1,0,1,69.95,69.95,1,0.014295925661186561
9993-LHIEB,67,1,2,0,67.85,4627.65,0,0.014478190874417903
0266-CLZKZ,67,1,2,3,105.65,6717.9,0,0.009973354768603284
7615-ESMYF,2,0,0,1,44.6,97.1,1,0.02059732234809475
3858-VOBET,23,1,0,1,74.95,1710.45,1,0.013446753778245491
7020-OZKXZ,9,1,0,2,75.5,637.4,0,0.014119861939127707
3977-QCRSL,5,1,0,0,20.15,117.95,0,0.0423908435777872
0017-DINOC,54,0,2,2,45.2,2460.55,0,0.02194631281624027
1447-PJGGA,57,1,2,1,95.25,5464.65,1,0.010430677170541573
8565-CLBZW,24,1,0,0,89.85,2165.05,1,0.011085194337313226
9139-WQQDY,49,1,1,0,100.45,4941.8,1,0.009915415435671213
0224-HJAPT,5,1,0,1,47.15,223.15,1,0.02240645305848084
8086-OVPWV,2,1,0,1,80.2,181.1,1,0.011043622308117063
9430-FRQOC,4,1,0,0,87.1,341.45,1,0.011714745936447503
7639-OPLNG,70,1,2,3,79.25,5731.85,0,0.012212461945096259
3074-GQWYX,5,1,0,3,75.9,357.75,1,0.013976240391334731
1492-QGCLU,53,1,0,1,85.7,4616.1,0,0.011481553692510993
6845-RGTYS,47,1,0,1,98.75,4533.7,1,0.010366808566954143
7328-OWMOM,31,1,1,2,20.1,589.25,0,0.05260924904539669
4418-LZMSV,13,1,0,3,61.8,750.1,0,0.01733102253032929
5155-AZQPB,28,1,0,0,49.9,1410.25,0,0.019854635702889558
8861-HGGKB,10,1,0,1,86.45,830.85,1,0.01203586688331227
1087-GRUYI,38,1,2,3,20.4,743.5,0,0.05110961667787491
7065-YUNRY,1,1,0,0,45.3,45.3,1,0.02207505518763797
7694-VLBWQ,67,1,1,1,104.1,7040.85,1,0.009515896518176073
2546-KZAAT,52,1,1,0,75.4,3865.45,0,0.013452508763533353
0181-RITDD,62,1,2,0,108.15,6825.65,0,0.009083384000058602
5989-PGKJB,16,1,0,1,86.25,1340.1,0,0.01193940750690247
4795-KTRTH,5,1,0,1,81.0,371.65,1,0.013453518094981838
8272-ONJLV,12,1,1,1,95.7,1184.0,0,0.010135135135135136
1488-PBLJN,72,1,2,3,116.85,8477.7,0,0.00849286952829187
0308-GIQJT,71,1,1,3,105.75,7382.85,0,0.009616882369274738
3778-FOAQW,24,1,1,0,20.15,456.85,0,0.052533654372332275
4452-ROHMO,15,1,2,0,19.6,331.6,0,0.045235223160434254
6481-OGDOO,67,1,1,2,90.6,6056.15,1,0.01106313416939805
3090-LETTY,2,1,0,3,60.95,134.6,0,0.01485884101040119
5349-AZPEW,5,0,0,0,25.05,125.5,0,0.0398406374501992
3753-TSEMP,15,1,0,1,88.15,1390.6,1,0.010786710772328493
8305-VHZBZ,1,1,0,0,20.2,20.2,1,0.04950495049504951
9720-JJJOR,41,1,1,3,60.3,2511.3,0,0.016326205550909887
8100-HZZLJ,43,1,0,1,63.95,2737.05,0,0.015710345079556456
8775-ERLNB,1,1,0,1,74.3,74.3,0,0.013458950201884253
8309-IEYJD,1,1,0,0,70.6,70.6,0,0.0141643059490085
9172-JITSM,26,1,0,1,90.8,2361.8,1,0.011008552798712845
6298-QDFNH,22,1,0,1,79.35,1730.35,1,0.012714190770653336
7398-HPYZQ,71,1,2,3,90.55,6404.0,0,0.01108682073703935
3546-GHEAE,7,1,2,0,19.45,165.35,0,0.042334442092531
7361-YPXFS,28,1,0,3,64.45,1867.6,0,0.014992503748125937
6557-BZXLQ,16,1,0,1,69.65,1043.3,0,0.015335953225342664
2550-QHZGP,7,1,1,0,19.5,128.6,0,0.05443234836702955
7519-JTWQH,69,1,2,3,110.5,7455.45,0,0.00925497454881999
2538-OIMXF,1,0,0,0,24.7,24.7,0,0.04048582995951417
8543-MSDMF,3,1,0,1,77.4,206.15,0,0.014552510308028134
9961-JBNMK,21,1,0,3,96.8,2030.3,1,0.010343299019849284
1170-SASML,69,1,0,3,85.4,5869.4,0,0.011755886461989301
4872-JCVCA,71,0,2,3,47.6,3377.8,0,0.02101959855527266
5346-BZCHP,69,1,2,0,19.4,1346.2,0,0.05125538552963898
2038-LLMLM,48,1,0,1,103.85,4946.05,0,0.009704713862577208
6173-ITPWD,47,1,0,3,83.35,4065.0,1,0.011562115621156211
9734-UYXQI,2,1,0,1,49.4,106.55,1,0.018770530267480056
1216-BGTSP,45,1,0,2,108.45,4964.7,0,0.009063991781980784
4138-NAXED,51,1,0,3,81.0,4085.75,0,0.0124824083705562
2189-UXTKY,22,1,0,1,79.2,1742.75,1,0.012623726868455028
0744-BIKKF,72,1,2,3,86.65,6224.8,0,0.011566636679090091
7483-IQWIB,37,1,0,1,92.95,3415.25,0,0.010833760339653027
5248-KWLAR,71,1,2,1,90.35,6325.25,0,0.011224852772617684
4958-GZWIY,7,1,0,1,48.7,340.25,1,0.020573108008817047
7996-MHXLW,66,1,2,2,25.15,1683.6,0,0.03920171062009979
7833-PKIHD,51,1,1,3,76.4,3966.3,0,0.012858331442402239
7061-OVMIM,30,1,1,3,19.55,608.5,0,0.049301561216105176
5153-RTHKF,34,1,0,1,85.35,2896.6,0,0.01173789960643513
1852-QSWCD,64,1,2,0,24.8,1514.85,0,0.042248407433079185
4832-VRBMR,65,1,1,3,103.15,6792.45,0,0.009569448431714625
9079-LWTFD,47,1,0,0,100.75,4669.2,0,0.010065964190867815
6356-ELRKD,1,1,0,1,95.6,95.6,1,0.010460251046025106
8624-GIOUT,49,1,0,2,59.75,2934.3,1,0.016699042361040112
3392-EHMNK,67,1,2,2,94.1,6302.8,0,0.01063019610331916
5986-WWXDV,39,1,1,3,19.35,779.2,0,0.050051334702258726
3061-BCKYI,14,1,0,0,19.9,283.75,0,0.04933920704845815
6179-GJPSO,43,1,0,2,108.15,4600.7,1,0.009346403808116157
7901-TBKJX,56,1,0,1,101.05,5594.0,0,0.010010725777618877
7228-PAQPD,14,1,1,2,59.1,772.85,0,0.018114770007116518
3177-LASXD,1,1,0,1,71.35,71.35,1,0.014015416958654521
7746-QYVCO,16,1,1,0,55.85,857.8,0,0.0186523665190021
5804-HYIEZ,70,1,0,1,106.05,7554.05,0,0.009266552379187323
9919-FZDED,72,1,2,2,84.1,5981.65,0,0.01203681258515627
5934-TSSAU,23,1,0,2,75.3,1702.9,0,0.013506371483939163
3486-KHMLI,21,1,0,0,24.7,467.15,0,0.044953441078882585
4897-QSUYC,1,1,0,0,20.15,20.15,1,0.04962779156327544
1084-UQCHV,1,1,0,3,69.75,69.75,1,0.014336917562724014
8290-YWKHZ,32,1,0,1,93.2,2931.0,1,0.010917775503241215
2955-BJZHG,17,1,0,1,80.85,1400.85,1,0.012135489167291288
3806-DXQOM,4,0,0,1,33.65,137.85,1,0.02901704751541531
6784-XYJAE,36,1,1,1,55.8,1941.5,0,0.01854236415142931
3933-DQPWX,50,0,2,2,39.7,1932.75,0,0.025869874531108523
6661-EIPZC,48,0,0,2,29.5,1423.05,0,0.0337303678718246
8957-THMOA,50,1,2,2,20.15,970.85,0,0.05150126178091363
2251-PYLPB,72,1,2,2,79.55,5810.9,0,0.012390507494536131
5555-RNPGT,10,1,0,2,24.8,223.9,0,0.044662795891022775
1057-FOGLZ,18,1,0,0,19.65,391.7,0,0.04595353586928772
9300-RENDD,1,1,0,1,79.95,79.95,1,0.012507817385866166
0761-AETCS,1,1,0,1,19.3,19.3,1,0.05181347150259067
8087-LGYHQ,9,1,0,1,94.05,811.65,0,0.011088523378303456
4137-BTIKL,2,1,0,0,90.75,174.75,0,0.011444921316165951
2190-BCXEC,40,1,0,2,78.85,3126.85,0,0.012792426883285095
6227-FBDXH,69,1,1,3,99.5,6841.45,0,0.010085581272975758
2153-MREFK,37,1,1,1,99.2,3754.6,1,0.009854578383849144
2911-WDXMV,18,1,0,2,80.55,1406.65,0,0.012796360146447232
7206-PQBBZ,11,1,0,1,70.2,834.7,0,0.01317838744459087
3106-ULWFW,8,1,0,2,85.2,627.4,1,0.012751036021676761
0925-VYDLG,3,1,0,1,75.25,242.0,1,0.012396694214876033
4547-FZJWE,55,1,1,2,59.45,3157.0,0,0.017421602787456445
7422-WNBTY,33,1,0,1,93.35,3092.0,0,0.010672703751617076
0842-IWYCP,46,1,0,3,44.95,2168.9,0,0.021208907741251323
3521-HTQTV,34,1,2,3,26.1,980.35,0,0.03468149130412607
3744-ZBHON,3,1,0,1,20.2,65.95,0,0.045489006823351025
3373-DIUUN,30,1,2,0,21.25,711.9,0,0.04214075010535188
8383-SGHJU,33,1,1,1,59.4,1952.8,0,0.01689881196231053
7607-QKKTJ,45,1,1,2,95.0,4368.85,0,0.01030019341474301
7707-PYBBH,40,1,0,0,61.9,2647.1,0,0.015110876053039176
8984-HPEMB,71,1,2,1,118.65,8477.6,0,0.008375011795791261
4349-GFQHK,1,1,0,1,54.35,54.35,1,0.01839926402943882
4139-DETXS,72,0,2,3,64.45,4528.0,0,0.015901060070671377
9779-DPNEJ,22,1,0,1,80.15,1790.65,0,0.0122860413816212
9805-FILKB,46,1,1,3,20.2,845.6,0,0.054399243140964997
5793-YOLJN,55,1,2,0,21.0,1210.3,0,0.045443278525985294
0673-IGUQO,1,1,0,0,20.45,20.45,0,0.0488997555012225
4123-FCVCB,12,1,1,0,75.85,854.45,0,0.014044121949792264
8819-IMISP,31,1,0,1,80.45,2429.1,0,0.012761928286196534
7802-EFKNY,5,0,0,1,24.95,100.4,1,0.049800796812749
8311-UEUAB,67,1,2,1,75.5,5229.45,0,0.012812054804998614
5858-EAFCZ,1,1,0,0,44.45,44.45,0,0.02249718785151856
8035-BUYVG,40,0,1,1,42.35,1716.45,1,0.023303912144251215
1163-ONYEY,41,1,0,2,74.55,3023.55,0,0.01356021894792545
9787-XVQIU,1,1,0,1,75.3,75.3,1,0.013280212483399735
8945-MUQUF,51,1,1,1,94.8,4837.6,1,0.010542417727798908
5656-MJEFC,42,0,2,2,48.15,2032.3,0,0.020666240220439894
6082-OQFBA,23,1,1,0,19.65,436.9,0,0.052643625543602655
8051-HJRLT,1,1,0,1,70.55,70.55,1,0.01417434443656981
8974-OVACP,1,1,0,0,20.15,20.15,0,0.04962779156327544
4010-YLMVT,56,1,0,2,106.6,5893.95,0,0.009501268249645823
1379-FRVEB,15,1,0,1,91.0,1430.05,0,0.010489143736233
8612-GXIDD,12,1,2,3,25.4,313.0,0,0.038338658146964855
6288-CHQJB,54,1,2,3,69.95,3871.85,0,0.013946821286981676
8160-HOWOX,7,1,0,1,66.85,458.1,0,0.015280506439642
3023-GFLBR,33,1,0,2,86.15,2745.7,1,0.01201879302181593
6648-INWPS,16,1,0,1,20.15,341.35,0,0.046872711293393876
4223-BKEOR,21,1,1,0,64.85,1336.8,0,0.01570915619389587
4079-VTGLK,30,1,2,1,74.85,2181.75,0,0.013750429700928154
1763-WQFUK,3,1,0,0,50.5,147.75,0,0.02030456852791878
1391-UBDAR,11,1,0,1,72.9,818.45,0,0.013440039098295558
8894-JVDCV,62,1,1,2,115.05,7133.45,0,0.008691446635218583
2023-VQFDL,18,1,0,1,19.0,348.8,0,0.05160550458715596
1345-GKDZZ,6,1,0,0,19.55,128.6,0,0.04665629860031104
2014-MKGMH,46,1,1,1,101.1,4674.4,0,0.009840835187403732
5628-FCGYG,21,1,0,1,84.1,1737.45,0,0.012086678753345419
2560-WBWXF,68,1,2,3,24.15,1498.85,0,0.045368115555259034
0248-IPDFW,1,1,0,1,50.1,50.1,0,0.01996007984031936
7978-DKUQH,25,1,0,1,74.6,1797.75,0,0.013906271728549576
4335-UPJSI,24,1,2,0,19.75,498.1,0,0.048183095763902825
0524-IAVZO,30,1,0,1,85.0,2624.25,1,0.011431837667905115
2737-YNGYW,2,1,0,1,80.55,184.1,1,0.010863661053775123
1784-EZDKJ,51,1,1,3,106.8,5498.8,0,0.009274750854731941
9297-FVVDH,57,1,2,1,84.5,4845.4,0,0.011763734676187725
8007-YYPWD,15,1,2,3,25.05,369.1,0,0.040639393118396094
7101-HRBLJ,72,1,2,3,83.7,6096.9,0,0.011809280125965655
5159-YFPKQ,2,1,0,1,75.8,160.75,1,0.012441679626749611
6635-CPNUN,28,1,0,2,96.6,2684.35,0,0.010430830554882933
4021-RQSNY,29,1,0,1,98.5,3004.15,1,0.009653312917131302
5453-YBTWV,70,1,2,2,101.1,6994.8,0,0.010007434093898324
